Full Name,Filler Name,Short Name,Districts,Type
ulica Wojciecha Bogumiła Jastrzębowskiego,ulicy Wojciecha Bogumiła Jastrzębowskiego,ul. W. B. Jastrzębowskiego,Ursynów,ulica
ulica Jaszczurcza,ulicy Jaszczurczej,ul. Jaszczurcza,Wawer,ulica
ulica Jaszowiecka,ulicy Jaszowieckiej,ul. Jaszowiecka,Mokotów,ulica
ulica Teofila Jaśkiewicza,ulicy Teofila Jaśkiewicza,ul. T. Jaśkiewicza,Żoliborz,ulica
ulica Jaśminowa,ulicy Jaśminowej,ul. Jaśminowa,Mokotów,ulica
ulica Jaśminowa,ulicy Jaśminowej,ul. Jaśminowa,Wesoła,ulica
ulica Jaworowa,ulicy Jaworowej,ul. Jaworowa,Ursynów,ulica
ulica Jaworowa,ulicy Jaworowej,ul. Jaworowa,Wesoła,ulica
ulica Jaworowska,ulicy Jaworowskiej,ul. Jaworowska,Mokotów,ulica
ulica Jaworzniaków,ulicy Jaworzniaków,ul. Jaworzniaków,Rembertów,ulica
ulica Jaworzyńska,ulicy Jaworzyńskiej,ul. Jaworzyńska,Śródmieście,ulica
ulica Jazdów,ulicy Jazdów,ul. Jazdów,Śródmieście,ulica
Rondo Jazdy Polskiej,Ronda Jazdy Polskiej,Rondo Jazdy Polskiej,Śródmieście,Rondo
ulica Jazgarzewska,ulicy Jazgarzewskiej,ul. Jazgarzewska,Mokotów,ulica
ulica Jedlińska,ulicy Jedlińskiej,ul. Jedlińska,Mokotów,ulica
ulica Jedwabna,ulicy Jedwabnej,ul. Jedwabna,Ursynów,ulica
ulica Jedwabnicka,ulicy Jedwabnickiej,ul. Jedwabnicka,Rembertów,ulica
ulica Jedwabnicza,ulicy Jedwabniczej,ul. Jedwabnicza,Mokotów,ulica
ulica Jelenia,ulicy Jeleniej,ul. Jelenia,Wawer,ulica
ulica Jeleniogórska,ulicy Jeleniogórskiej,ul. Jeleniogórska,Targówek,ulica
ulica Edwarda Jelinka,ulicy Edwarda Jelinka,ul. E. Jelinka,Żoliborz,ulica
ulica Jelonka,ulicy Jelonka,ul. Jelonka,Białołęka,ulica
ulica Jemiołowa,ulicy Jemiołowej,ul. Jemiołowa,Wawer,ulica
ulica Jemiołuszki,ulicy Jemiołuszki,ul. Jemiołuszki,Ursynów,ulica
Aleje Jerozolimskie,Alej Jerozolimskich,Al. Jerozolimskie,"Ochota, Śródmieście, Ursus, Włochy",Aleje
ulica Jerzego,ulicy Jerzego,ul. Jerzego,Rembertów,ulica
ulica Jerzyka,ulicy Jerzyka,ul. Jerzyka,Ursynów,ulica
ulica Jesienna,ulicy Jesiennej,ul. Jesienna,Ursus,ulica
ulica Jesiennych Liści,ulicy Jesiennych Liści,ul. Jesiennych Liści,Białołęka,ulica
ulica Jesionowa,ulicy Jesionowej,ul. Jesionowa,Ochota,ulica
ulica Jesionowa,ulicy Jesionowej,ul. Jesionowa,Wesoła,ulica
ulica Jesiotrowa,ulicy Jesiotrowej,ul. Jesiotrowa,Targówek,ulica
ulica Franciszka Salezego Jezierskiego,ulicy Franciszka Salezego Jezierskiego,ul. F. S. Jezierskiego,Śródmieście,ulica
ulica Jana Jeziorańskiego,ulicy Jana Jeziorańskiego,ul. J. Jeziorańskiego,"Śródmieście, Żoliborz",ulica
ulica Jeziorki,ulicy Jeziorki,ul. Jeziorki,Ursynów,ulica
ulica Jeziorna,ulicy Jeziornej,ul. Jeziorna,Mokotów,ulica
ulica Jeziorowa,ulicy Jeziorowej,ul. Jeziorowa,Wawer,ulica
ulica Jezuicka,ulicy Jezuickiej,ul. Jezuicka,Śródmieście,ulica
ulica Jeździecka,ulicy Jeździeckiej,ul. Jeździecka,Bemowo,ulica
ulica Jeździecka,ulicy Jeździeckiej,ul. Jeździecka,Wesoła,ulica
ulica Jeża,ulicy Jeża,ul. Jeża,Ursynów,ulica
ulica Kazimierza Jeżewskiego,ulicy Kazimierza Jeżewskiego,ul. K. Jeżewskiego,Ursynów,ulica
ulica Jeżowa,ulicy Jeżowej,ul. Jeżowa,Białołęka,ulica
ulica Marcelego Jeżowskiego,ulicy Marcelego Jeżowskiego,ul. M. Jeżowskiego,Białołęka,ulica
ulica Jeżynowa,ulicy Jeżynowej,ul. Jeżynowa,Wawer,ulica
ulica Kaliny Jędrusik,ulicy Kaliny Jędrusik,ul. K. Jędrusik,Żoliborz,ulica
ulica Henryka Jędrzejowskiego,ulicy Henryka Jędrzejowskiego,ul. H. Jędrzejowskiego,Białołęka,ulica
ulica Jodłowa,ulicy Jodłowej,ul. Jodłowa,Mokotów,ulica
ulica Jodłowa,ulicy Jodłowej,ul. Jodłowa,Wesoła,ulica
ulica Fryderyka Joliot-Curie,ulicy Fryderyka Joliot-Curie,ul. F. Joliot-Curie,Mokotów,ulica
ulica Jontka,ulicy Jontka,ul. Jontka,Wawer,ulica
Aleja Henryka Jordana,Alei Henryka Jordana,al. H. Jordana,Bemowo,Aleja parkowa
ulica Jordanowska,ulicy Jordanowskiej,ul. Jordanowska,Praga-Południe,ulica
ulica Tadeusza Joteyki,ulicy Tadeusza Joteyki,ul. T. Joteyki,Ochota,ulica
ulica Jowisza,ulicy Jowisza,ul. Jowisza,Bielany,ulica
ulica Jamesa Joyce'a,ulicy Jamesa Joyce'a,ul. J. Joyce'a,Bemowo,ulica
ulica Zygmunta Jórskiego,ulicy Zygmunta Jórskiego,ul. Z. Jórskiego,Targówek,ulica
ulica Józefowska,ulicy Józefowskiej,ul. Józefowska,Targówek,ulica
ulica Jubilerska,ulicy Jubilerskiej,ul. Jubilerska,Praga-Południe,ulica
ulica Jugosłowiańska,ulicy Jugosłowiańskiej,ul. Jugosłowiańska,Praga-Południe,ulica
ulica Juhasów,ulicy Juhasów,ul. Juhasów,Wawer,ulica
ulica Julianowska,ulicy Julianowskiej,ul. Julianowska,Targówek,ulica
ulica Junaków,ulicy Junaków,ul. Junaków,Wawer,ulica
ulica Heleny Junkiewicz,ulicy Heleny Junkiewicz,ul. H. Junkiewicz,Targówek,ulica
ulica Jurajska,ulicy Jurajskiej,ul. Jurajska,Ursynów,ulica
ulica Juranda ze Spychowa,ulicy Juranda ze Spychowa,ul. Juranda ze Spychowa,Białołęka,ulica
ulica Juraty,ulicy Juraty,ul. Juraty,Mokotów,ulica
ulica Jutrzenki,ulicy Jutrzenki,ul. Jutrzenki,Włochy,ulica
ulica Jutrzenki,ulicy Jutrzenki,ul. Jutrzenki,Wesoła,ulica
ulica Kabacka,ulicy Kabackiej,ul. Kabacka,Ursynów,ulica
ulica Kabacki Dukt,ulicy Kabacki Dukt,ul. Kabacki Dukt,Ursynów,ulica
ulica Kabacki Zakątek,ulicy Kabacki Zakątek,ul. Kabacki Zakątek,Ursynów,ulica
ulica Kabaretowa,ulicy Kabaretowej,ul. Kabaretowa,Bielany,ulica
ulica Kabrioletu,ulicy Kabrioletu,ul. Kabrioletu,Białołęka,ulica
ulica Antoniego Kacpury,ulicy Antoniego Kacpury,ul. A. Kacpury,Rembertów,ulica
ulica Kacza,ulicy Kaczej,ul. Kacza,Wola,ulica
ulica Kaczeńca,ulicy Kaczeńca,ul. Kaczeńca,Wawer,ulica
ulica Kaczorowa,ulicy Kaczorowej,ul. Kaczorowa,Białołęka,ulica
ulica Kaczorowska,ulicy Kaczorowskiej,ul. Kaczorowska,Ursus,ulica
Rondo Ryszarda Kaczorowskiego,Ronda Ryszarda Kaczorowskiego,Rondo R. Kaczorowskiego,Ochota,Rondo
ulica Kaczy Dół,ulicy Kaczy Dół,ul. Kaczy Dół,Wawer,ulica
Aleja Tadeusza Kaczyńskiego,Alei Tadeusza Kaczyńskiego,al. T. Kaczyńskiego,Śródmieście,Aleja parkowa
ulica Juliusza Kaden-Bandrowskiego,ulicy Juliusza Kaden-Bandrowskiego,ul. J. Kaden-Bandrowskiego,Bemowo,ulica
ulica Kadetów,ulicy Kadetów,ul. Kadetów,Wawer,ulica
ulica Kadrowa,ulicy Kadrowej,ul. Kadrowa,Rembertów,ulica
ulica Kadryla,ulicy Kadryla,ul. Kadryla,Ursynów,ulica
ulica Kaflowa,ulicy Kaflowej,ul. Kaflowa,Białołęka,ulica
ulica Kajakowa,ulicy Kajakowej,ul. Kajakowa,Ursynów,ulica
ulica Kajetańska,ulicy Kajetańskiej,ul. Kajetańska,Ursus,ulica
ulica Michała Kajki,ulicy Michała Kajki,ul. M. Kajki,Wawer,ulica
ulica Kakaowa,ulicy Kakaowej,ul. Kakaowa,Ursynów,ulica
ulica kard. Aleksandra Kakowskiego,ulicy kard. Aleksandra Kakowskiego,ul. kard. A. Kakowskiego,Praga-Południe,ulica
ulica Kaktusowa,ulicy Kaktusowej,ul. Kaktusowa,Targówek,ulica
ulica Kalambur,ulicy Kalambur,ul. Kalambur,Bielany,ulica
ulica Kalatówki,ulicy Kalatówki,ul. Kalatówki,Mokotów,ulica
ulica Kalendarzowa,ulicy Kalendarzowej,ul. Kalendarzowa,Białołęka,ulica
ulica Ppłk. Macieja Kalenkiewicza „Kotwicza”,ulicy Ppłk. Macieja Kalenkiewicza „Kotwicza”,ul. ppłk. M. Kalenkiewicza „Kotwicza”,Żoliborz,ulica
ulica Kaleńska,ulicy Kaleńskiej,ul. Kaleńska,Praga-Południe,ulica
ulica Kaletnicza,ulicy Kaletniczej,ul. Kaletnicza,Rembertów,ulica
ulica Kalinowa,ulicy Kalinowej,ul. Kalinowa,Wawer,ulica
ulica Kalinowa,ulicy Kalinowej,ul. Kalinowa,Wesoła,ulica
ulica Kalinowej Łąki,ulicy Kalinowej Łąki,ul. Kalinowej Łąki,Bielany,ulica
ulica Kalinowska,ulicy Kalinowskiej,ul. Kalinowska,Wawer,ulica
ulica Kaliny,ulicy Kaliny,ul. Kaliny,Białołęka,ulica
ulica Kaliska,ulicy Kaliskiej,ul. Kaliska,Ochota,ulica
ulica Kaliszówka,ulicy Kaliszówka,ul. Kaliszówka,Bielany,ulica
ulica Kaloryczna,ulicy Kalorycznej,ul. Kaloryczna,Mokotów,ulica
ulica Kałuszyńska,ulicy Kałuszyńskiej,ul. Kałuszyńska,Praga-Południe,ulica
ulica Kamasznicza,ulicy Kamaszniczej,ul. Kamasznicza,Rembertów,ulica
ulica Kameliowa,ulicy Kameliowej,ul. Kameliowa,Wawer,ulica
ulica Kameliowa,ulicy Kameliowej,ul. Kameliowa,Wesoła,ulica
ulica Kameralna,ulicy Kameralnej,ul. Kameralna,Praga-Północ,ulica
ulica Kamienna,ulicy Kamiennej,ul. Kamienna,Praga-Północ,ulica
ulica Kamienna,ulicy Kamiennej,ul. Kamienna,Wesoła,ulica
ulica Kamienne Schodki,ulicy Kamienne Schodki,ul. Kamienne Schodki,Śródmieście,ulica
ulica Macieja Kamieńskiego,ulicy Macieja Kamieńskiego,ul. M. Kamieńskiego,Wawer,ulica
ulica Aleksandra Kamińskiego,ulicy Aleksandra Kamińskiego,ul. A. Kamińskiego,Białołęka,ulica
ulica Kamionkowska,ulicy Kamionkowskiej,ul. Kamionkowska,Praga-Południe,ulica
ulica Kampinoska,ulicy Kampinoskiej,ul. Kampinoska,Bielany,ulica
ulica Kamyk,ulicy Kamyk,ul. Kamyk,Wesoła,ulica
ulica Kamykowa,ulicy Kamykowej,ul. Kamykowa,Białołęka,ulica
ulica Kanadyjska,ulicy Kanadyjskiej,ul. Kanadyjska,Praga-Południe,ulica
ulica Kanałowa,ulicy Kanałowej,ul. Kanałowa,Targówek,ulica
ulica Kanarkowa,ulicy Kanarkowej,ul. Kanarkowa,Ursynów,ulica
ulica Kaniowska,ulicy Kaniowskiej,ul. Kaniowska,Żoliborz,ulica
ulica Kanonia,ulicy Kanonia,ul. Kanonia,Śródmieście,ulica
ulica Kanonierska,ulicy Kanonierskiej,ul. Kanonierska,Rembertów,ulica
ulica Kapelanów Armii Krajowej,ulicy Kapelanów Armii Krajowej,ul. Kapelanów AK,Praga-Południe,ulica
ulica Kapeli,ulicy Kapeli,ul. Kapeli,Ursynów,ulica
ulica Kapelusznicza,ulicy Kapeluszniczej,ul. Kapelusznicza,Rembertów,ulica
ulica Kapitańska,ulicy Kapitańskiej,ul. Kapitańska,Rembertów,ulica
ulica Kapitulna,ulicy Kapitulnej,ul. Kapitulna,Śródmieście,ulica
ulica Kaprys,ulicy Kaprys,ul. Kaprys,Wola,ulica
ulica Kapucyńska,ulicy Kapucyńskiej,ul. Kapucyńska,Śródmieście,ulica
ulica Karabeli,ulicy Karabeli,ul. Karabeli,Bemowo,ulica
ulica Kazimierza Karasia,ulicy Kazimierza Karasia,ul. K. Karasia,Śródmieście,ulica
ulica Karatowa,ulicy Karatowej,ul. Karatowa,Włochy,ulica
ulica Karczewska,ulicy Karczewskiej,ul. Karczewska,Praga-Południe,ulica
ulica Karczocha,ulicy Karczocha,ul. Karczocha,Mokotów,ulica
ulica Karczunkowska,ulicy Karczunkowskiej,ul. Karczunkowska,Ursynów,ulica
ulica Kardamonowa,ulicy Kardamonowej,ul. Kardamonowa,Wilanów,ulica
ulica Karkonoska,ulicy Karkonoskiej,ul. Karkonoska,Targówek,ulica
ulica Karkonoszy,ulicy Karkonoszy,ul. Karkonoszy,Targówek,ulica
ulica Karla,ulicy Karlej,ul. Karla,Rembertów,ulica
ulica Kacpra Karlińskiego,ulicy Kacpra Karlińskiego,ul. K. Karlińskiego,Wola,ulica
ulica Mieczysława Karłowicza,ulicy Mieczysława Karłowicza,ul. M. Karłowicza,Mokotów,ulica
Rondo ks. Wacława Karłowicza,Ronda ks. Wacława Karłowicza,Rondo ks. W. Karłowicza,Praga-Południe,Rondo
ulica Karmazynowa,ulicy Karmazynowej,ul. Karmazynowa,Ursynów,ulica
ulica Karmelicka,ulicy Karmelickiej,ul. Karmelicka,Śródmieście,ulica
ulica Karmelowa,ulicy Karmelowej,ul. Karmelowa,Wilanów,ulica
ulica Karminowa,ulicy Karminowej,ul. Karminowa,Targówek,ulica
ulica Karnawał,ulicy Karnawał,ul. Karnawał,Ursynów,ulica
ulica Karnicka,ulicy Karnickiej,ul. Karnicka,Białołęka,ulica
ulica Karolinki,ulicy Karolinki,ul. Karolinki,Mokotów,ulica
ulica Karolkowa,ulicy Karolkowej,ul. Karolkowa,Wola,ulica
ulica Karolówka,ulicy Karolówka,ul. Karolówka,Rembertów,ulica
ulica Karowa,ulicy Karowej,ul. Karowa,Śródmieście,ulica
ulica Karpacka,ulicy Karpackiej,ul. Karpacka,Wawer,ulica
ulica Franciszka Karpińskiego,ulicy Franciszka Karpińskiego,ul. F. Karpińskiego,Żoliborz,ulica
ulica Karska,ulicy Karskiej,ul. Karska,Bielany,ulica
Bulwar Jana Karskiego,Bulwaru Jana Karskiego,Bulwar J. Karskiego,Śródmieście,Bulwar
ulica Kartaginy,ulicy Kartaginy,ul. Kartaginy,Mokotów,ulica
ulica Kartezjusza,ulicy Kartezjusza,ul. Kartezjusza,Bemowo,ulica
ulica Kartograficzna,ulicy Kartograficznej,ul. Kartograficzna,Białołęka,ulica
ulica Kartonowa,ulicy Kartonowej,ul. Kartonowa,Wawer,ulica
ulica Karuzela,ulicy Karuzela,ul. Karuzela,Wilanów,ulica
ulica Karwińska,ulicy Karwińskiej,ul. Karwińska,Mokotów,ulica
ulica Kasjopei,ulicy Kasjopei,ul. Kasjopei,Bielany,ulica
ulica Kaskadowa,ulicy Kaskadowej,ul. Kaskadowa,Bielany,ulica
ulica Kaspijska,ulicy Kaspijskiej,ul. Kaspijska,Mokotów,ulica
ulica Jana Kasprowicza,ulicy Jana Kasprowicza,ul. J. Kasprowicza,Bielany,ulica
ulica Jana Kasprowicza,ulicy Jana Kasprowicza,ul. J. Kasprowicza,Wesoła,ulica
ulica Marcina Kasprzaka,ulicy Marcina Kasprzaka,ul. M. Kasprzaka,Wola,ulica
ulica Kaszmirowa,ulicy Kaszmirowej,ul. Kaszmirowa,Wawer,ulica
ulica Kasztanowa,ulicy Kasztanowej,ul. Kasztanowa,Białołęka,ulica
ulica Kasztanowa,ulicy Kasztanowej,ul. Kasztanowa,Wesoła,ulica
Plac Kasztelański,Placu Kasztelańskiego,pl. Kasztelański,Bemowo,Plac
ulica Kaszubska,ulicy Kaszubskiej,ul. Kaszubska,Mokotów,ulica
ulica Kaśki Kariatydy,ulicy Kaśki Kariatydy,ul. Kaśki Kariatydy,Targówek,ulica
ulica Katalogowa,ulicy Katalogowej,ul. Katalogowa,Włochy,ulica
ulica Katalońska,ulicy Katalońskiej,ul. Katalońska,Mokotów,ulica
ulica Katarynki,ulicy Katarynki,ul. Katarynki,Ursynów,ulica
ulica Katiuszy,ulicy Katiuszy,ul. Katiuszy,Rembertów,ulica
ulica Katowicka,ulicy Katowickiej,ul. Katowicka,Praga-Południe,ulica
ulica Kaukaska,ulicy Kaukaskiej,ul. Kaukaska,Mokotów,ulica
ulica Kawalerii,ulicy Kawalerii,ul. Kawalerii,Śródmieście,ulica
ulica Kawcza,ulicy Kawczej,ul. Kawcza,Praga-Południe,ulica
ulica Wiktorii Kaweckiej,ulicy Wiktorii Kaweckiej,ul. W. Kaweckiej,Białołęka,ulica
ulica Kawęczyńska,ulicy Kawęczyńskiej,ul. Kawęczyńska,Praga-Północ,ulica
ulica Kawki,ulicy Kawki,ul. Kawki,Białołęka,ulica
ulica Kawkowizna,ulicy Kawkowizna,ul. Kawkowizna,Białołęka,ulica
ulica Franciszka Kawy,ulicy Franciszka Kawy,ul. F. Kawy,Bemowo,ulica
ulica Kazachska,ulicy Kazachskiej,ul. Kazachska,Wilanów,ulica
ulica Kazimierza Jagiellończyka,ulicy Kazimierza Jagiellończyka,ul. Kazimierza Jagiellończyka,Ursus,ulica
ulica Kazimierza Odnowiciela,ulicy Kazimierza Odnowiciela,ul. Kazimierza Odnowiciela,Ursus,ulica
ulica Kazimierza Sprawiedliwego,ulicy Kazimierza Sprawiedliwego,ul. Kazimierza Sprawiedliwego,Ursus,ulica
ulica Kazimierza Wielkiego,ulicy Kazimierza Wielkiego,ul. Kazimierza Wielkiego,Włochy,ulica
ulica Kazimierzowska,ulicy Kazimierzowskiej,ul. Kazimierzowska,Mokotów,ulica
ulica Kazita,ulicy Kazita,ul. Kazita,Wesoła,ulica
ulica Kazubów,ulicy Kazubów,ul. Kazubów,Bemowo,ulica
ulica Kazuńska,ulicy Kazuńskiej,ul. Kazuńska,Białołęka,ulica
ulica Stanisława Kazury,ulicy Stanisława Kazury,ul. S. Kazury,Ursynów,ulica
ulica Kącik,ulicy Kącik,ul. Kącik,Białołęka,ulica
ulica Kądziołeczki,ulicy Kądziołeczki,ul. Kądziołeczki,Ursynów,ulica
ulica Kąkolewska,ulicy Kąkolewskiej,ul. Kąkolewska,Mokotów,ulica
ulica Kąkolowa,ulicy Kąkolowej,ul. Kąkolowa,Wawer,ulica
ulica Kąpielowa,ulicy Kąpielowej,ul. Kąpielowa,Mokotów,ulica
ulica Kąsek,ulicy Kąsek,ul. Kąsek,Wawer,ulica
ulica Kątna,ulicy Kątnej,ul. Kątna,Mokotów,ulica
ulica Kątowa,ulicy Kątowej,ul. Kątowa,Żoliborz,ulica
ulica Marcina Kątskiego,ulicy Marcina Kątskiego,ul. M. Kątskiego,Białołęka,ulica
ulica Kąty Grodziskie,ulicy Kąty Grodziskie,ul. Kąty Grodziskie,Białołęka,ulica
ulica Mariana Keniga,ulicy Mariana Keniga,ul. M. Keniga,Ursus,ulica
Rondo Kercelak,Ronda Kercelak,Rondo Kercelak,Wola,Rondo
Plac Ferenca Keresztesa-Fischera,Placu Ferenca Keresztesa-Fischera,pl. F. Keresztesa-Fischera,Ursynów,Plac
ulica Ketlinga,ulicy Ketlinga,ul. Ketlinga,Białołęka,ulica
ulica Apoloniusza Kędzierskiego,ulicy Apoloniusza Kędzierskiego,ul. A. Kędzierskiego,Bemowo,ulica
ulica Kędzierzyńska,ulicy Kędzierzyńskiej,ul. Kędzierzyńska,Wawer,ulica
ulica Kępa Tarchomińska,ulicy Kępa Tarchomińska,ul. Kępa Tarchomińska,Białołęka,ulica
ulica Kępna,ulicy Kępnej,ul. Kępna,Praga-Północ,ulica
ulica Kibiców,ulicy Kibiców,ul. Kibiców,Białołęka,ulica
ulica Brunona Kicińskiego,ulicy Brunona Kicińskiego,ul. B. Kicińskiego,Praga-Południe,ulica
ulica Ludwika Kickiego,ulicy Ludwika Kickiego,ul. L. Kickiego,Praga-Południe,ulica
ulica ppłk. Zbigniewa Stanisława Kiedacza,ulicy ppłk. Zbigniewa Stanisława Kiedacza,ul. ppłk. Z. S. Kiedacza,Ursynów,ulica
ulica Kiejstuta,ulicy Kiejstuta,ul. Kiejstuta,Targówek,ulica
ulica Kielecka,ulicy Kieleckiej,ul. Kielecka,Mokotów,ulica
ulica Kiełpińska,ulicy Kiełpińskiej,ul. Kiełpińska,Bielany,ulica
ulica Jana Kiepury,ulicy Jana Kiepury,ul. J. Kiepury,Ursynów,ulica
ulica Stanisława Kierbedzia,ulicy Stanisława Kierbedzia,ul. S. Kierbedzia,Mokotów,ulica
ulica Kiermaszowa,ulicy Kiermaszowej,ul. Kiermaszowa,Bemowo,ulica
ulica Krzysztofa Kiersnowskiego,ulicy Krzysztofa Kiersnowskiego,ul. K. Kiersnowskiego,Białołęka,ulica
ulica Krzysztofa Kieślowskiego,ulicy Krzysztofa Kieślowskiego,ul. K. Kieślowskiego,Wilanów,ulica
Rondo Tadeusza Kifera „Kruszynki”,Ronda Tadeusza Kifera „Kruszynki”,Rondo T. Kifera „Kruszynki”,Ursus,Rondo
ulica Kijowska,ulicy Kijowskiej,ul. Kijowska,"Praga-Północ, Targówek",ulica
ulica Jana Kilińskiego,ulicy Jana Kilińskiego,ul. J. Kilińskiego,Śródmieście,ulica
ulica Jana Kilińskiego,ulicy Jana Kilińskiego,ul. J. Kilińskiego,Wesoła,ulica
ulica Kinetyczna,ulicy Kinetycznej,ul. Kinetyczna,"Ursynów, Włochy",ulica
ulica Kingi,ulicy Kingi,ul. Kingi,Targówek,ulica
ulica Kinowa,ulicy Kinowej,ul. Kinowa,Praga-Południe,ulica
ulica Kiprów,ulicy Kiprów,ul. Kiprów,Praga-Południe,ulica
ulica Kirasjerów,ulicy Kirasjerów,ul. Kirasjerów,Praga-Południe,ulica
ulica Kircholmska,ulicy Kircholmskiej,ul. Kircholmska,Bemowo,ulica
ulica Kisielicka,ulicy Kisielickiej,ul. Kisielicka,Wawer,ulica
ulica Kiwerska,ulicy Kiwerskiej,ul. Kiwerska,Bielany,ulica
ulica Klamrowa,ulicy Klamrowej,ul. Klamrowa,Targówek,ulica
ulica Klarnecistów,ulicy Klarnecistów,ul. Klarnecistów,Ursynów,ulica
ulica Klarysewska,ulicy Klarysewskiej,ul. Klarysewska,Mokotów,ulica
ulica Klasyków,ulicy Klasyków,ul. Klasyków,Białołęka,ulica
ulica Klasztorna,ulicy Klasztornej,ul. Klasztorna,Rembertów,ulica
ulica Klaudyny,ulicy Klaudyny,ul. Klaudyny,Bielany,ulica
ulica Klecka,ulicy Kleckiej,ul. Klecka,Wola,ulica
ulica Kleczewska,ulicy Kleczewskiej,ul. Kleczewska,Bielany,ulica
ulica gen. Franciszka Kleeberga,ulicy gen. Franciszka Kleeberga,ul. gen. F. Kleeberga,Bemowo,ulica
Rondo płk. Józefa Kleibera,Ronda płk. Józefa Kleibera,Rondo płk. J. Kleibera,Wesoła,Rondo
ulica Klembowska,ulicy Klembowskiej,ul. Klembowska,Białołęka,ulica
ulica Zenona Klemensiewicza,ulicy Zenona Klemensiewicza,ul. Z. Klemensiewicza,Bemowo,ulica
ulica Klementowicka,ulicy Klementowickiej,ul. Klementowicka,Targówek,ulica
ulica Krzysztofa Klenczona,ulicy Krzysztofa Klenczona,ul. K. Klenczona,Bielany,ulica
ulica Kleopatry,ulicy Kleopatry,ul. Kleopatry,Targówek,ulica
ulica Kleszczowa,ulicy Kleszczowej,ul. Kleszczowa,Włochy,ulica
ulica Klimatyczna,ulicy Klimatycznej,ul. Klimatyczna,Wawer,ulica
ulica Klimatyczna,ulicy Klimatycznej,ul. Klimatyczna,Wesoła,ulica
ulica Franciszka Klimczaka,ulicy Franciszka Klimczaka,ul. F. Klimczaka,Wilanów,ulica
ulica Klimontowska,ulicy Klimontowskiej,ul. Klimontowska,Wawer,ulica
ulica Klinkierowa,ulicy Klinkierowej,ul. Klinkierowa,Włochy,ulica
ulica Klinowa,ulicy Klinowej,ul. Klinowa,Włochy,ulica
ulica Klonowa,ulicy Klonowej,ul. Klonowa,"Mokotów, Śródmieście",ulica
ulica Klonowa,ulicy Klonowej,ul. Klonowa,Wesoła,ulica
Plac Klonowego Liścia,Placu Klonowego Liścia,pl. Klonowego Liścia,Mokotów,Plac
ulica Sebastiana Klonowicza,ulicy Sebastiana Klonowicza,ul. S. Klonowicza,Wola,ulica
ulica Klubowa,ulicy Klubowej,ul. Klubowa,Ursynów,ulica
ulica Kluczborska,ulicy Kluczborskiej,ul. Kluczborska,Bemowo,ulica
ulica Kluczowa,ulicy Kluczowej,ul. Kluczowa,Bielany,ulica
ulica Klukowska,ulicy Klukowskiej,ul. Klukowska,Targówek,ulica
ulica Kłobucka,ulicy Kłobuckiej,ul. Kłobucka,"Mokotów, Ursynów",ulica
ulica Kłodawska,ulicy Kłodawskiej,ul. Kłodawska,Żoliborz,ulica
ulica Kłodzka,ulicy Kłodzkiej,ul. Kłodzka,Wawer,ulica
ulica Kłopot,ulicy Kłopot,ul. Kłopot,"Śródmieście, Wola",ulica
ulica ks. Ignacego Kłopotowskiego,ulicy ks. Ignacego Kłopotowskiego,ul. ks. I. Kłopotowskiego,Praga-Północ,ulica
ulica Czesława Kłosia,ulicy Czesława Kłosia,ul. Cz. Kłosia,Włochy,ulica
ulica Kłosowa,ulicy Kłosowej,ul. Kłosowa,Białołęka,ulica
ulica Doroty Kłuszyńskiej,ulicy Doroty Kłuszyńskiej,ul. D. Kłuszyńskiej,Rembertów,ulica
ulica Kmicica,ulicy Kmicica,ul. Kmicica,Mokotów,ulica
ulica Kminkowa,ulicy Kminkowej,ul. Kminkowa,Wawer,ulica
ulica Franciszka Kniaźnina,ulicy Franciszka Kniaźnina,ul. F. Kniaźnina,Żoliborz,ulica
ulica Kniei,ulicy Kniei,ul. Kniei,Białołęka,ulica
ulica Knyszyńska,ulicy Knyszyńskiej,ul. Knyszyńska,Targówek,ulica
ulica Kobiałka,ulicy Kobiałka,ul. Kobiałka,Białołęka,ulica
ulica Kobielska,ulicy Kobielskiej,ul. Kobielska,Praga-Południe,ulica
ulica Kobierzycka,ulicy Kobierzyckiej,ul. Kobierzycka,Białołęka,ulica
ulica Kobryńska,ulicy Kobryńskiej,ul. Kobryńska,Wawer,ulica
ulica Kobuza,ulicy Kobuza,ul. Kobuza,Ursynów,ulica
ulica Kobylańska,ulicy Kobylańskiej,ul. Kobylańska,Mokotów,ulica
ulica Kobzy,ulicy Kobzy,ul. Kobzy,Ursynów,ulica
ulica Jana Kochanowskiego,ulicy Jana Kochanowskiego,ul. J. Kochanowskiego,Bielany,ulica
ulica Jana Kochanowskiego,ulicy Jana Kochanowskiego,ul. J. Kochanowskiego,Wesoła,ulica
ulica Wespazjana Kochowskiego,ulicy Wespazjana Kochowskiego,ul. W. Kochowskiego,Żoliborz,ulica
ulica Kociszewskich,ulicy Kociszewskich,ul. Kociszewskich,Wawer,ulica
ulica Antoniego Kocjana,ulicy Antoniego Kocjana,ul. A. Kocjana,Bemowo,ulica
ulica Kocka,ulicy Kockiej,ul. Kocka,Wawer,ulica
Rondo Jonasza Kofty,Ronda Jonasza Kofty,Rondo J. Kofty,Śródmieście,Rondo
ulica Kogucia,ulicy Koguciej,ul. Kogucia,Ursynów,ulica
ulica Kokarda,ulicy Kokarda,ul. Kokarda,Żoliborz,ulica
